nodenumber,x-coordinate,y-coordinate,temperature,hole_size,leak_status
8018,-2.580336,-0.485369,297.713128,20mm,0
8019,1.729074,-0.764091,299.255772,25mm,0
8020,1.310724,2.175843,301.017658,40mm,0
8021,1.964100,2.908811,301.657465,40mm,0
8022,1.617791,-1.272341,338.295895,25mm,1
8023,2.019721,0.904730,302.788733,40mm,0
8024,1.566016,-0.748144,304.774949,30mm,0
8025,-2.205176,0.281493,302.036932,30mm,0
8026,-0.264460,2.114087,300.183956,20mm,0
8027,1.037363,-1.578385,298.372091,20mm,0
8028,-1.846608,-0.300243,302.102049,25mm,0
8029,0.055734,0.194086,300.654162,30mm,0
8030,0.279455,2.890767,302.366262,25mm,0
8031,-1.069377,-1.149710,298.917167,30mm,0
8032,-1.223619,0.952501,331.544775,40mm,1
8033,-2.239630,0.671148,321.176496,30mm,1
8034,0.187193,1.096677,301.565731,40mm,0
8035,-1.383056,2.423307,335.557201,20mm,1
8036,2.941994,-2.845382,302.449643,20mm,0
8037,2.169447,-0.880009,316.653898,20mm,1
8038,1.460537,-1.447706,300.142588,40mm,0
8039,2.069252,-2.860368,299.443251,40mm,0
8040,-2.875906,-1.382473,347.386526,40mm,1
8041,-0.278153,0.794613,298.207006,20mm,0
8042,-1.455125,-2.186031,301.494792,40mm,0
8043,-0.468184,2.702306,299.978319,30mm,0
8044,-1.595725,1.850309,330.495332,30mm,1
8045,1.592659,2.665188,328.656797,25mm,1
8046,-1.851929,-0.608082,315.840142,30mm,1
8047,-0.303901,-0.453714,300.402298,20mm,0
8048,-0.496548,-1.394597,299.681377,30mm,0
8049,-0.364736,0.663281,302.050236,25mm,0
8050,-0.132348,-1.641364,322.224265,40mm,1
8051,1.039247,1.512394,328.778214,30mm,1
8052,0.043898,-1.591517,333.869816,20mm,1
8053,-2.606283,1.007294,354.401100,40mm,1
8054,1.037414,1.816061,301.566643,25mm,0
8055,2.755432,-1.934183,303.137973,30mm,0
8056,1.428251,-1.035927,301.648697,25mm,0
8057,1.925188,-1.165680,334.873987,40mm,1
8058,-2.889901,-0.833642,303.281506,20mm,0
8059,-2.525910,-1.560302,328.189905,40mm,1
8060,1.081569,1.534324,310.000000,20mm,1
8061,-1.018226,2.233697,299.146288,20mm,0
8062,-1.043859,0.873204,295.000000,20mm,0
8063,1.514760,-0.882103,330.997574,40mm,1
8064,-1.949156,2.810465,295.319646,30mm,0
8065,0.112534,-2.496606,321.263076,40mm,1
8066,-1.195852,1.271988,318.199881,30mm,1
8067,1.623195,1.173286,298.059045,40mm,0
8068,-1.877659,-0.065896,299.616897,30mm,0
8069,-1.808210,1.700323,297.142996,30mm,0
8070,0.332961,-1.243164,303.768748,40mm,0
8071,-1.631622,-0.154362,324.540721,40mm,1
8072,0.765797,-0.715941,303.025837,30mm,0
8073,-0.761627,0.817957,306.379956,40mm,0
8074,2.247032,1.527249,327.397963,25mm,1
8075,-1.208530,-2.422064,313.880682,20mm,1
8076,-2.791368,-0.208708,328.097956,20mm,1
8077,-2.262680,-0.627991,329.723935,25mm,1
8078,-0.271725,-0.267794,299.501814,30mm,0
8079,2.497883,-1.782448,299.188112,20mm,0
8080,1.529872,-2.466147,302.308309,30mm,0
8081,0.970106,-0.536825,304.476815,40mm,0
8082,0.231273,2.579965,306.980746,25mm,0
8083,1.824647,2.459941,335.779443,30mm,1
8084,-2.407967,-2.397201,299.580342,30mm,0
8085,0.423554,-1.918898,317.571870,30mm,1
8086,2.778132,-1.261446,318.289528,30mm,1
8087,0.827610,0.395144,303.135176,30mm,0
8088,-0.457859,0.065114,304.860232,30mm,0
8089,1.987582,-1.498796,298.806644,25mm,0
8090,-2.247940,-0.720188,346.884088,30mm,1
8091,-0.852953,-2.949291,299.619347,40mm,0
8092,-0.423811,1.068477,303.444913,20mm,0
8093,1.012418,-1.045038,321.743556,25mm,1
8094,2.831072,0.075691,299.375433,20mm,0
8095,-0.009508,1.060359,328.171741,30mm,1
8096,-2.469522,0.728312,299.828711,40mm,0
8097,-2.859004,-0.624267,336.024204,40mm,1
8098,-2.005636,-1.236115,333.653756,20mm,1
8099,0.754995,-1.021345,353.743355,40mm,1
8100,2.251831,-0.072234,302.562349,30mm,0
8101,-1.294388,1.370528,299.788559,40mm,0
8102,-1.034111,0.393689,331.970232,40mm,1
8103,-1.731565,1.089962,322.739366,25mm,1
8104,2.812888,-0.094721,303.390738,25mm,0
8105,0.577270,0.777297,330.398143,20mm,1
8106,2.980100,1.504741,297.804118,25mm,0
8107,2.377000,0.341261,302.542422,30mm,0
8108,-3.049091,-0.199295,331.204189,25mm,1
8109,0.125696,-1.280998,331.013447,20mm,1
8110,-2.175395,0.781702,301.884895,40mm,0
8111,0.726593,0.297022,319.271800,30mm,1
8112,-2.415358,0.430479,302.450158,30mm,0
8113,-0.060635,-0.727856,299.380868,25mm,0
8114,2.488174,1.046646,303.832316,40mm,0
8115,2.417871,-1.751197,302.722974,20mm,0
8116,-2.928128,-0.898069,299.745265,20mm,0
8117,0.047954,-0.274430,323.549028,25mm,1
8118,-1.182630,-0.011938,299.032931,40mm,0
8119,-2.442602,-2.620994,300.190048,30mm,0
8120,0.014391,-0.967922,304.940431,20mm,0
8121,0.455333,0.298328,316.746098,20mm,1
8122,2.150144,1.652177,322.790217,20mm,1
8123,2.765845,0.375551,300.277079,25mm,0
8124,2.525173,-2.516635,298.855263,40mm,0
8125,-2.345237,-0.600644,337.937993,20mm,1
8126,-2.942369,0.216537,337.910153,30mm,1
8127,1.551203,0.597224,329.437243,20mm,1
8128,-0.868138,0.600420,328.436042,40mm,1
8129,-0.989705,1.671275,302.155385,25mm,0
8130,1.089069,-2.448826,314.762803,40mm,1
8131,-1.299190,-2.485820,296.850662,40mm,0
8132,-3.003201,-0.514673,326.717492,20mm,1
8133,2.630043,-1.912602,301.927865,40mm,0
8134,1.620390,-1.383190,326.153114,40mm,1
8135,-2.418647,-1.584595,298.599117,30mm,0
8136,-1.384357,-1.019473,321.145918,30mm,1
8137,-2.506369,2.352153,303.369552,40mm,0
8138,1.563193,1.354151,300.096415,20mm,0
8139,0.268807,-2.246139,304.016520,40mm,0
8140,1.496743,0.694258,310.000000,30mm,1
8141,2.716920,-1.427437,302.356937,40mm,0
8142,2.163571,2.613393,301.632192,40mm,0
8143,1.403286,-1.292068,302.085171,20mm,0
8144,-0.026773,-0.668883,299.852737,20mm,0
8145,-0.124546,-1.275721,305.437593,30mm,0
8146,-0.655695,2.679383,298.278266,20mm,0
8147,1.568444,-1.275702,315.328025,25mm,1
8148,-1.848062,2.997897,327.400919,25mm,1
8149,0.597059,1.205127,303.370375,30mm,0
8150,2.553397,-1.649804,328.296989,30mm,1
8151,2.561010,-1.462718,323.081407,20mm,1
8152,0.333044,1.748049,299.251890,20mm,0
8153,-1.911014,-1.533287,295.819662,30mm,0
8154,0.908328,1.560308,340.108003,40mm,1
8155,0.352120,0.678432,349.885898,30mm,1
8156,-1.964810,-2.830858,303.670403,40mm,0
8157,1.695690,-1.020131,325.142521,30mm,1
8158,1.083744,-0.962128,301.502619,30mm,0
8159,-0.175953,-0.318141,324.525229,25mm,1
8160,1.160293,2.027773,304.496562,30mm,0
8161,-2.492123,-0.686055,323.706999,40mm,1
8162,1.755292,-0.343474,303.522759,20mm,0
8163,-0.720543,1.831624,300.686783,25mm,0
8164,0.010921,1.191170,301.757541,25mm,0
8165,2.220296,2.078636,323.153569,25mm,1
8166,-2.756883,0.936773,300.649209,40mm,0
8167,-2.754957,1.576973,303.260374,40mm,0
8168,-2.150512,1.414870,303.382720,40mm,0
8169,2.229311,-0.319563,295.000000,20mm,0
8170,0.619473,-1.636434,300.986099,40mm,0
8171,2.308206,-2.745845,301.032862,20mm,0
8172,2.941037,-0.468980,297.839157,40mm,0
8173,-1.624560,0.472001,300.881773,25mm,0
8174,1.827741,2.782339,302.073513,40mm,0
8175,2.081813,2.358541,300.621817,40mm,0
8176,1.845568,0.961501,326.072514,25mm,1
8177,2.453309,-2.030466,302.105400,20mm,0
8178,-0.176417,1.311218,303.904458,20mm,0
8179,2.208531,1.887306,317.141033,40mm,1
8180,-2.645840,-0.990411,297.676266,25mm,0
8181,-2.523560,1.388979,302.449083,30mm,0
8182,1.484058,-1.352302,303.204159,25mm,0
8183,1.451560,0.439702,330.340917,20mm,1
8184,-0.965474,1.259373,298.538416,20mm,0
8185,1.489736,1.227972,312.418352,25mm,1
8186,-2.393796,-1.668378,330.910523,40mm,1
8187,2.166200,0.395178,300.853199,20mm,0
8188,1.809108,0.375324,321.284305,25mm,1
8189,-0.400688,1.499505,298.046397,25mm,0
8190,0.099986,1.416104,300.550951,40mm,0
8191,-0.401519,-1.847748,303.402330,25mm,0
8192,2.383791,0.109310,303.724762,30mm,0
8193,1.724937,-2.556470,302.873888,25mm,0
8194,-0.020505,0.000152,313.424518,30mm,1
8195,-2.364663,-1.020068,320.269155,25mm,1
8196,-0.672202,2.483499,297.752991,30mm,0
8197,0.933906,-2.151750,299.820388,30mm,0
8198,-0.386465,-0.510919,300.411815,25mm,0
8199,2.733184,-2.975321,298.863834,40mm,0
8200,-1.125488,-1.290760,300.000108,20mm,0
8201,-1.611236,-1.154823,334.866971,25mm,1
8202,1.437307,0.630018,301.749487,30mm,0
8203,-2.195796,-0.765954,319.272411,20mm,1
8204,1.535029,0.293896,299.085290,30mm,0
8205,2.386574,0.745314,314.480785,40mm,1
8206,-1.997170,2.498075,300.928240,20mm,0
8207,0.870252,-1.670072,298.481223,20mm,0
8208,-2.044136,-1.487719,301.629135,40mm,0
8209,-0.819110,-2.431635,300.822129,30mm,0
8210,-1.977015,2.112888,304.252742,20mm,0
8211,1.504618,-2.247082,299.874968,25mm,0
8212,-1.282715,0.018420,341.367045,40mm,1
8213,-2.026153,2.303313,303.418807,40mm,0
8214,1.226018,-1.289111,324.511498,40mm,1
8215,-0.921001,2.165050,303.406534,40mm,0
8216,-1.404391,-2.288922,334.184279,25mm,1
8217,-0.251869,-2.375613,349.491122,40mm,1
8218,0.312573,-2.419483,328.746669,25mm,1
8219,-2.564006,-1.805439,300.478829,20mm,0
8220,-0.519052,0.171709,310.000000,20mm,1
8221,-0.565763,-2.285624,296.573064,25mm,0
8222,-1.137402,-1.088373,300.869257,25mm,0
8223,2.031908,-1.311738,301.928910,30mm,0
8224,-0.238502,-2.017689,337.578641,25mm,1
8225,0.384278,-1.080966,300.357392,30mm,0
8226,2.368263,-1.508784,297.588309,20mm,0
8227,-0.240407,-0.729371,305.668078,25mm,0
8228,0.477009,2.736571,299.862748,30mm,0
8229,0.758191,-2.212650,298.225401,30mm,0
8230,1.658348,0.575561,298.795098,40mm,0
8231,0.566858,-0.019399,306.526308,25mm,0
8232,2.686117,-1.687370,300.499119,25mm,0
8233,-2.511182,0.641979,319.221467,25mm,1
8234,-0.899002,0.743665,302.455782,25mm,0
8235,0.222387,-1.188266,323.213031,25mm,1
8236,1.722417,0.742332,298.914602,30mm,0
8237,2.319573,-0.534345,302.054450,25mm,0
8238,2.822417,0.393885,297.096643,25mm,0
8239,2.196471,0.959798,335.286260,40mm,1
8240,1.778242,0.362455,320.220135,40mm,1
8241,-0.392982,1.702637,325.190720,30mm,1
8242,-2.098073,-0.166828,317.915511,25mm,1
8243,1.609892,2.204336,295.874652,40mm,0
8244,-1.723247,-1.110716,339.449991,25mm,1
8245,-2.999930,-0.500605,300.796193,40mm,0
8246,2.739008,1.425050,301.461701,20mm,0
8247,-2.204595,-1.817486,302.826247,40mm,0
8248,0.872943,2.677042,302.233843,30mm,0
8249,3.012992,-1.262538,321.550610,40mm,1
8250,2.692743,-1.391717,300.135202,25mm,0
8251,1.760895,0.506008,321.973785,25mm,1
8252,1.676018,-0.870348,300.941515,30mm,0
8253,1.238021,-1.228789,313.234885,40mm,1
8254,2.269515,0.163531,300.841066,40mm,0
8255,0.929260,0.521673,304.551002,40mm,0
8256,0.923183,1.745280,316.363273,20mm,1
8257,2.108827,-1.613137,321.118144,25mm,1
8258,2.034061,-1.368726,343.221413,40mm,1
8259,1.431342,-1.236500,300.202343,40mm,0
8260,0.873977,0.954161,325.043740,20mm,1
8261,2.790597,-0.653825,329.301061,25mm,1
8262,-1.153790,1.956891,320.307765,20mm,1
8263,0.637518,1.588859,300.937433,40mm,0
8264,1.486097,1.823573,335.450685,40mm,1
8265,2.224832,2.272551,297.029675,40mm,0
8266,-1.440570,-0.928847,303.850373,30mm,0
8267,2.189424,-2.033079,310.000000,20mm,1
8268,2.337705,-0.698005,310.000000,30mm,1
8269,2.853430,-2.141859,319.249667,20mm,1
8270,-0.285755,-2.234000,300.664506,40mm,0
8271,2.626726,-2.954452,304.892967,40mm,0
8272,-0.223660,-1.269699,329.367092,40mm,1
8273,2.123772,-0.365101,300.506654,40mm,0
8274,-0.172107,-0.489572,301.840583,30mm,0
8275,0.452599,0.063328,312.420155,20mm,1
8276,2.409514,-0.027171,301.732893,30mm,0
8277,2.763376,2.628512,300.884978,30mm,0
8278,2.037633,-1.483955,303.055391,25mm,0
8279,-1.520048,-0.174238,301.213024,20mm,0
8280,-1.675779,-2.715910,303.752000,30mm,0
8281,2.848061,2.805916,324.482073,40mm,1
8282,2.817452,0.961057,298.358404,30mm,0
8283,-2.678087,-0.424465,300.322226,25mm,0
8284,-1.110312,-0.024695,328.213943,40mm,1
8285,0.800592,1.071762,302.368816,40mm,0
8286,-0.847545,2.973871,295.000000,25mm,0
8287,-2.075064,-0.280960,295.947494,25mm,0
8288,0.662297,-2.412604,332.072898,40mm,1
8289,-0.445138,2.591724,295.975177,25mm,0
8290,-1.477168,-2.555189,298.220932,20mm,0
8291,-2.341583,0.287757,300.961725,40mm,0
8292,0.545198,0.916369,300.485930,40mm,0
8293,2.415789,-2.208726,328.278001,30mm,1
8294,1.793169,0.956311,310.000000,25mm,1
8295,0.012245,-1.014353,327.608533,20mm,1
8296,1.412279,1.360108,300.674016,40mm,0
8297,-0.859377,-2.014377,297.001513,40mm,0
8298,0.957405,-2.772826,328.368279,20mm,1
8299,1.760040,-1.924353,328.514077,30mm,1
8300,-1.105489,1.633134,295.000000,40mm,0
8301,0.232961,2.587082,323.104634,40mm,1
8302,0.586817,2.545777,325.466105,25mm,1
8303,0.524952,1.374142,320.752248,20mm,1
8304,-1.128450,0.352777,316.342460,20mm,1
8305,0.047902,-0.253756,327.189231,25mm,1
8306,2.745818,-1.743189,304.479979,30mm,0
8307,0.498187,-1.453602,299.627612,30mm,0
8308,2.210171,-1.378978,316.183648,30mm,1
8309,-1.973270,-2.990857,299.032134,40mm,0
8310,1.934954,-1.764407,300.067604,25mm,0
8311,-1.857709,-0.799669,300.066829,40mm,0
8312,0.588133,2.092019,302.894681,30mm,0
8313,-0.477426,1.006851,300.208291,20mm,0
8314,-1.984110,-0.991771,310.000000,20mm,1
8315,0.677321,-2.029608,298.198013,30mm,0
8316,-0.520965,1.054938,299.226397,40mm,0
8317,-2.600232,2.856478,299.544847,25mm,0
8318,-2.509776,-2.187728,298.598051,30mm,0
8319,-2.468074,-0.934427,326.061489,40mm,1
8320,2.045315,-2.371919,303.182464,25mm,0
8321,0.113506,-2.718204,296.397814,40mm,0
8322,0.479903,0.368908,299.589381,40mm,0
8323,-1.363992,-2.979727,300.855335,40mm,0
8324,-1.772438,-1.910952,300.838069,30mm,0
8325,-1.312329,0.096032,302.994630,25mm,0
8326,-2.997934,-2.641902,303.559202,20mm,0
8327,-0.615276,-1.737477,303.046487,30mm,0
8328,-1.421787,-2.262827,300.310315,25mm,0
8329,-0.551757,-1.852336,302.046900,40mm,0
8330,2.251721,1.613244,304.262704,20mm,0
8331,1.789406,1.355535,305.968502,40mm,0
8332,1.229055,1.446724,302.501083,20mm,0
8333,2.749848,-1.736691,326.701853,40mm,1
8334,-1.343739,0.822341,299.922884,30mm,0
8335,-2.844599,0.242204,304.949294,20mm,0
8336,0.761424,2.968580,298.693634,30mm,0
8337,-2.153820,2.637243,302.717603,30mm,0
8338,-0.171977,1.010792,301.260014,30mm,0
8339,2.649063,-2.383996,314.082785,40mm,1
8340,-0.359204,0.692931,303.768182,40mm,0
8341,0.359236,-1.240002,321.317333,25mm,1
8342,1.873465,-2.984947,298.974215,40mm,0
8343,-2.283699,-2.033890,301.974663,40mm,0
8344,1.968095,-1.963151,325.034039,20mm,1
8345,2.257872,1.073074,298.055893,25mm,0
8346,2.808040,2.508111,300.273961,20mm,0
8347,-1.289797,2.024010,318.982654,20mm,1
8348,-0.777167,-0.092862,302.893769,30mm,0
8349,0.898932,2.384918,300.078671,20mm,0
8350,-2.911587,-2.331268,316.991161,40mm,1
8351,2.827313,1.363454,298.280267,20mm,0
8352,-2.846786,-0.241239,310.000000,30mm,1
8353,2.143386,1.587906,301.531849,20mm,0
8354,0.966451,2.842934,315.602318,40mm,1
8355,-0.283620,-2.245192,301.308387,30mm,0
8356,-2.582353,0.713353,299.395747,20mm,0
8357,0.512046,1.735691,302.372766,30mm,0
8358,2.307618,-2.203835,324.257966,20mm,1
8359,-1.136779,1.835903,299.867105,25mm,0
8360,1.237663,1.185331,340.046323,25mm,1
8361,0.240839,0.728748,310.000000,40mm,1
8362,1.582867,-1.500702,318.260412,20mm,1
8363,-1.054386,1.507319,331.927882,40mm,1
8364,-2.953892,-1.349071,328.737423,30mm,1
8365,-0.613549,-1.238299,301.369265,25mm,0
8366,0.964988,-2.922379,303.204241,30mm,0
8367,-1.211307,-1.661080,302.301402,40mm,0
8368,2.021610,-1.253362,333.744121,25mm,1
8369,-2.929096,2.926374,297.600802,40mm,0
8370,-2.050556,1.172126,300.677807,30mm,0
8371,-2.969990,-1.938512,320.566538,40mm,1
8372,1.039556,-0.089331,301.704945,40mm,0
8373,1.709473,-0.691976,303.278156,30mm,0
8374,-2.227327,2.554451,302.843307,25mm,0
8375,0.359343,-0.081570,304.334714,20mm,0
8376,-1.349109,1.182521,316.636000,40mm,1
8377,-1.982309,-1.652690,302.992542,20mm,0
8378,2.499259,-2.567114,333.650157,40mm,1
8379,-2.425475,2.535434,303.397041,25mm,0
8380,1.258604,-0.823028,298.628445,25mm,0
8381,0.867597,-1.858148,329.509646,25mm,1
8382,1.123279,1.494229,319.097150,25mm,1
8383,2.658648,-1.400415,303.185425,25mm,0
8384,-2.214412,1.177329,300.959442,20mm,0
8385,0.046817,2.440736,299.803259,25mm,0
8386,1.061234,-2.615432,303.432754,40mm,0
8387,-1.468613,-2.464501,298.201874,40mm,0
8388,1.057236,-1.384979,321.727362,20mm,1
8389,1.564229,-2.100823,301.933834,20mm,0
8390,2.796285,1.566227,303.413494,30mm,0
8391,1.812628,0.354972,300.779875,40mm,0
8392,-1.585113,-1.024293,310.000000,20mm,1
8393,-0.295329,1.956335,299.454962,40mm,0
8394,-2.999339,-2.621649,299.904713,20mm,0
8395,1.262531,-0.486458,299.821711,25mm,0
8396,1.673167,-0.834413,310.000000,20mm,1
8397,2.128920,-0.710554,297.926184,30mm,0
8398,-2.532780,-1.849804,301.487419,30mm,0
8399,1.508251,0.941731,298.504036,25mm,0
8400,2.557442,1.581040,327.093941,25mm,1
8401,2.828275,-1.632512,325.239113,30mm,1
8402,-1.619725,-1.571920,300.561745,40mm,0
8403,-2.506790,-1.029853,299.843427,25mm,0
8404,0.772194,1.067765,300.750687,40mm,0
8405,-0.264504,-2.572760,298.735507,20mm,0
8406,1.045761,2.879733,302.252079,30mm,0
8407,1.664161,1.113088,324.774845,20mm,1
8408,-2.778063,1.124452,297.816277,40mm,0
8409,2.457565,1.163565,303.861624,40mm,0
8410,-2.325097,0.835035,297.397909,40mm,0
8411,2.993027,0.837855,301.891740,30mm,0
8412,-2.359064,0.071254,329.030277,25mm,1
8413,-0.825349,1.029689,299.973602,30mm,0
8414,2.701326,0.692119,329.621230,40mm,1
8415,2.913903,-1.547668,301.753868,20mm,0
8416,2.486155,-2.407951,297.937565,20mm,0
8417,1.143040,-2.724480,305.017548,30mm,0
8418,2.909658,1.528820,331.282009,40mm,1
8419,1.007554,1.070576,327.095298,30mm,1
8420,0.689380,-1.444091,298.985535,40mm,0
8421,-2.633544,-0.612899,316.600931,40mm,1
8422,-2.412063,-0.618489,327.161121,40mm,1
8423,1.682193,-0.141986,300.527199,25mm,0
8424,2.206133,2.853913,302.418264,20mm,0
8425,1.238074,1.602393,325.935730,20mm,1
8426,-0.402960,0.213255,301.989497,30mm,0
8427,-0.793102,0.034667,301.682722,30mm,0
8428,0.661620,-2.841991,300.410529,25mm,0
8429,0.982406,0.994706,300.247549,40mm,0
8430,0.282671,-1.394970,317.143004,40mm,1
8431,-2.037808,1.041873,302.517126,40mm,0
8432,0.637846,-1.025059,316.963245,20mm,1
8433,-1.681498,-2.611367,300.403486,30mm,0
8434,-0.978322,-1.057262,338.364964,20mm,1
8435,0.583429,-1.411169,330.946590,30mm,1
8436,2.045656,2.515169,301.183255,25mm,0
8437,0.970666,-2.539182,300.483472,30mm,0
8438,2.449371,1.552292,301.741439,30mm,0
8439,-0.373336,-2.870238,299.406281,40mm,0
8440,-2.618676,0.619125,301.638393,20mm,0
8441,2.065231,-2.713430,321.381013,20mm,1
8442,1.038428,0.868082,321.862108,20mm,1
8443,-1.620490,0.095675,300.603656,25mm,0
8444,-2.671417,-2.520604,297.275976,25mm,0
8445,-0.395542,-1.848147,301.891669,30mm,0
8446,1.094889,1.187164,320.387795,30mm,1
8447,2.615632,-1.584886,336.239395,40mm,1
8448,2.976625,-0.696420,295.000000,30mm,0
8449,2.402432,-1.157506,298.073344,20mm,0
8450,-1.804378,2.264820,302.724270,40mm,0
8451,0.438253,-1.219107,330.670352,25mm,1
8452,0.403023,-0.455135,301.453309,40mm,0
8453,-0.235547,2.732885,300.478734,40mm,0
8454,-2.473675,2.128069,301.883266,20mm,0
8455,-2.200372,-1.314526,324.066377,20mm,1
8456,-2.644509,2.745626,302.177172,40mm,0
8457,2.677724,-0.004865,319.702393,40mm,1
8458,2.242063,2.904501,304.523369,40mm,0
8459,1.871535,-1.079816,342.451083,30mm,1
8460,-2.570097,-1.644528,330.665589,25mm,1
8461,2.523364,-2.736006,302.726331,20mm,0
8462,-2.552220,-1.175780,345.984613,40mm,1
8463,1.219711,1.537931,330.994789,40mm,1
8464,0.526674,-2.770253,300.429218,20mm,0
8465,-0.068622,0.302457,301.401528,20mm,0
8466,2.971229,-1.813076,302.535542,40mm,0
8467,-1.212900,2.698796,300.801560,25mm,0
8468,0.166658,0.196222,330.496565,20mm,1
8469,1.284316,-2.451651,297.769343,20mm,0
8470,-1.279065,-0.964448,302.949110,40mm,0
8471,-2.130894,1.637590,338.821845,40mm,1
8472,2.111263,-1.896536,311.563367,25mm,1
8473,-1.252219,1.673690,303.076428,25mm,0
8474,1.435738,2.497123,300.119876,20mm,0
8475,1.326318,-1.954685,323.037921,30mm,1
8476,0.355548,-1.157748,305.090453,25mm,0
8477,0.593941,-1.550743,299.257646,40mm,0
8478,-2.872752,0.462957,297.451311,20mm,0
8479,0.440713,-1.230576,310.000000,30mm,1
8480,-2.230336,-0.104339,299.290769,30mm,0
8481,0.837155,-0.700473,300.716728,30mm,0
8482,-2.504448,-0.960224,326.732187,25mm,1
8483,-2.483939,-0.594343,326.718705,30mm,1
8484,-1.667785,0.022065,298.986496,30mm,0
8485,0.468844,-2.684479,301.417419,40mm,0
8486,0.634562,-2.110533,328.948471,40mm,1
8487,0.580638,-2.803114,301.184831,40mm,0
8488,-0.438202,2.412704,302.344959,25mm,0
8489,2.804253,2.262099,301.204742,40mm,0
8490,-3.038604,-0.608013,325.853975,40mm,1
8491,-0.878531,0.336970,332.512267,40mm,1
8492,1.276517,-2.744739,300.344590,25mm,0
8493,-1.654327,0.967862,334.305743,30mm,1
8494,-2.572868,-1.086146,301.702480,25mm,0
8495,2.564622,-1.297882,321.502578,30mm,1
8496,0.782340,2.102074,297.443234,30mm,0
8497,1.997135,-2.733919,303.038986,30mm,0
8498,-1.360805,1.292837,318.882600,30mm,1
8499,0.539478,-1.556779,301.921991,40mm,0
8500,2.428041,-2.457082,296.209248,30mm,0
8501,-2.902410,-1.038525,302.089062,20mm,0
8502,-2.959230,-2.199518,296.435912,40mm,0
8503,-1.661676,-0.296118,300.469889,30mm,0
8504,2.951247,-2.672271,304.949517,40mm,0
8505,1.230855,0.632572,326.914550,20mm,1
8506,-2.061378,-1.498543,303.164388,25mm,0
8507,0.618125,1.949129,297.207242,30mm,0
8508,-0.262812,1.385574,332.075344,25mm,1
8509,-1.084099,-1.486786,298.301168,30mm,0
8510,0.195599,1.443015,330.946144,40mm,1
8511,-0.007325,-0.513523,303.669823,40mm,0
8512,-1.821990,-0.709539,319.447287,20mm,1
8513,-0.072088,-1.145750,319.221896,30mm,1
8514,0.287619,0.647364,302.766856,20mm,0
8515,-0.032907,2.477912,305.129786,20mm,0
8516,-1.779949,2.031242,332.167320,40mm,1
8517,1.331474,0.920503,310.000000,20mm,1
8518,0.790774,2.325332,298.134830,30mm,0
8519,0.907433,1.934152,332.433238,25mm,1
8520,0.515623,-1.739294,303.122014,20mm,0
8521,-0.189644,-0.056746,301.338853,40mm,0
8522,-1.169345,0.519858,299.767788,20mm,0
8523,2.372189,-1.182384,315.753597,40mm,1
8524,-0.629112,-2.369306,301.166816,40mm,0
8525,2.987605,-0.895729,303.663701,25mm,0
8526,0.242730,-0.459368,297.916701,40mm,0
8527,-1.036938,-0.476162,304.079236,25mm,0
8528,-0.710767,2.837609,304.214398,40mm,0
8529,0.588110,-1.969103,298.852889,25mm,0
8530,-1.773954,0.610958,323.193412,40mm,1
8531,0.866583,-0.769194,306.215660,20mm,0
8532,2.937230,0.521494,317.839853,40mm,1
8533,0.646421,0.076131,301.416131,40mm,0
8534,-1.318702,-2.681276,300.279843,40mm,0
8535,-0.448167,1.644368,297.399974,25mm,0
8536,0.511322,-1.314700,302.077524,20mm,0
8537,-0.216405,2.832032,297.864276,30mm,0
8538,-0.685388,1.912262,334.660000,25mm,1
8539,1.584753,-2.320873,339.844662,30mm,1
8540,0.643276,-2.129976,304.530174,30mm,0
8541,3.053022,-1.475501,317.742447,20mm,1
8542,2.597736,1.984479,299.582991,20mm,0
8543,1.651142,1.579331,329.810008,40mm,1
8544,0.777126,1.296163,332.188354,30mm,1
8545,2.377361,1.639074,305.520560,40mm,0
8546,-1.603498,0.100114,303.611743,40mm,0
8547,-1.610594,1.495045,301.070260,20mm,0
8548,-0.880757,1.541558,298.812388,30mm,0
8549,2.353383,-1.737455,328.355377,40mm,1
8550,-1.450782,2.823847,302.157846,30mm,0
8551,2.621159,-1.341054,325.334183,40mm,1
8552,-2.351038,0.053258,300.084146,30mm,0
8553,0.702407,-0.927897,338.989993,40mm,1
8554,-2.769906,-2.837498,304.959294,30mm,0
8555,-1.130344,1.724300,300.038425,40mm,0
8556,-0.920162,0.979684,300.455961,40mm,0
8557,-0.583778,1.035044,297.982446,20mm,0
8558,-1.633060,2.892907,324.609755,20mm,1
8559,0.513017,1.676713,302.003656,20mm,0
8560,0.194913,2.862619,303.795512,30mm,0
8561,0.552785,-2.740035,300.717920,25mm,0
8562,0.316235,0.470687,299.063290,40mm,0
8563,2.564669,1.269150,322.030388,25mm,1
8564,-1.674074,-0.354556,318.977188,25mm,1
8565,-0.681122,0.214794,303.321919,40mm,0
8566,0.913539,0.042261,303.069438,25mm,0
8567,0.801293,-1.739792,322.363850,25mm,1
8568,2.620380,-2.174874,302.183981,30mm,0
8569,0.457490,-2.445240,301.905742,20mm,0
8570,1.771117,-1.375006,295.937144,20mm,0
8571,-0.115893,-1.209222,299.911478,20mm,0
8572,2.322353,-0.797057,323.769653,30mm,1
8573,0.836345,2.237240,303.408066,30mm,0
8574,-1.606274,-2.817444,295.954350,20mm,0
8575,1.662084,2.814243,303.039436,20mm,0
